Acc_Num;Species_TaxID;Genus_TaxID;Family_TaxID;Order_TaxID;Class_TaxID;Phylum_TaxID
AM743169;40324;40323;32033;135614;1236;1224
AM902716;94624;517;506;80840;28216;1224
AM942759;584;583;1903414;91347;1236;1224
AM999887;263437;953;942;766;28211;1224
AP006725;573;570;543;91347;1236;1224
AP008232;63612;84565;1903410;91347;1236;1224
AP008981;784;69474;775;766;28211;1224
AP009384;7;6;335928;356;28211;1224
AP010946;193;191;41295;204441;28211;1224
AP011135;438;434;433;204441;28211;1224
AP011142;438;434;433;204441;28211;1224
AP011149;438;434;433;204441;28211;1224
AP011156;438;434;433;204441;28211;1224
AP011163;438;434;433;204441;28211;1224
AP012032;553;53335;1903409;91347;1236;1224
AP012047;28197;28196;72294;213849;29547;1224
AP012159;1177712;1434011;433;204441;28211;1224
AP012222;627192;165695;41297;204457;28211;1224
AP012224;748280;568394;1499392;206351;28216;1224
AP012320;;28068;28067;80840;28216;1224
AP012603;44255;374;41294;356;28211;1224
BX470248;520;517;506;80840;28216;1224
BX470250;518;517;506;80840;28216;1224
BX571963;1076;1073;41294;356;28211;1224
BX842601;959;958;213483;213481;1553900;1224
BX897699;38323;773;772;356;28211;1224
BX897700;803;773;772;356;28211;1224
BX936398;633;629;1903411;91347;1236;1224
BX950851;29471;122277;1903410;91347;1236;1224
CP000009;442;441;433;204441;28211;1224
CP000030;770;768;942;766;28211;1224
CP000031;89184;97050;31989;204455;28211;1224
CP000034;622;620;543;91347;1236;1224
CP000083;28229;28228;267889;135622;1236;1224
CP000084;198252;198251;1655514;54526;28211;1224
CP000086;57975;32008;119060;80840;28216;1224
CP000103;1231;35798;206379;32003;28216;1224
CP000115;913;911;41294;356;28211;1224
CP000127;1229;1227;1046;135613;1236;1224
CP000142;19;18;213421;69541;28221;1224
CP000143;1063;1060;31989;204455;28211;1224
CP000148;28232;28231;213422;69541;28221;1224
CP000153;39766;202746;72293;213849;29547;1224
CP000155;158327;158481;224379;135619;1236;1224
CP000158;81032;85;69657;204455;28211;1224
CP000235;948;768;942;766;28211;1224
CP000245;94132;174951;80864;80840;28216;1224
CP000250;1076;1073;41294;356;28211;1224
CP000266;623;620;543;91347;1236;1224
CP000267;192843;28065;80864;80840;28216;1224
CP000269;375286;29580;75682;80840;28216;1224
CP000282;86304;316625;1706371;1706369;1236;1224
CP000283;1076;1073;41294;356;28211;1224
CP000316;296591;52972;80864;80840;28216;1224
CP000323;330922;497;468;72274;1236;1224
CP000362;2434;2433;31989;204455;28211;1224
CP000377;292414;97050;31989;204455;28211;1224
CP000388;288;53246;267888;135622;1236;1224
CP000390;266779;449972;69277;356;28211;1224
CP000394;364410;364409;433;204441;28211;1224
CP000450;916;914;206379;32003;28216;1224
CP000471;1124597;162171;1191479;1191478;28211;1224
CP000478;119484;29526;213465;213462;28221;1224
CP000482;29543;18;213421;69541;28221;1224
CP000487;196;194;72294;213849;29547;1224
CP000490;266;265;31989;204455;28211;1224
CP000510;357794;67572;267894;135622;1236;1224
CP000512;80869;12916;80864;80840;28216;1224
CP000513;870;869;868;135615;1236;1224
CP000514;2743;2742;72275;135622;1236;1224
CP000524;774;773;772;356;28211;1224
CP000529;216465;52972;80864;80840;28216;1224
CP000539;232721;12916;80864;80840;28216;1224
CP000542;364317;364316;80864;80840;28216;1224
CP000544;1053;85108;72276;135613;1236;1224
CP000555;;105560;316612;80840;28216;1224
CP000578;1063;1060;31989;204455;28211;1224
CP000613;34018;1081;41295;204441;28211;1224
CP000629;358;357;82115;356;28211;1224
CP000633;373;357;82115;356;28211;1224
CP000644;645;642;84642;135624;1236;1224
CP000653;399742;547;543;91347;1236;1224
CP000655;576611;44013;119060;80840;28216;1224
CP000698;351604;28231;213422;69541;28221;1224
CP000699;160791;13687;41297;204457;28211;1224
CP000749;400668;28253;135620;135619;1236;1224
CP000758;529;528;118882;356;28211;1224
CP000759;529;528;118882;356;28211;1224
CP000774;256618;256616;119043;356;28211;1224
CP000776;76517;194;72294;213849;29547;1224
CP000783;28141;413496;543;91347;1236;1224
CP000792;199;194;72294;213849;29547;1224
CP000826;28151;613;1903411;91347;1236;1224
CP000859;181663;896;213119;213118;28221;1224
CP000890;777;776;118968;118969;1236;1224
CP000932;201;194;72294;213849;29547;1224
CP000934;155077;10;1706371;1706369;1236;1224
CP000941;2371;2370;32033;135614;1236;1224
CP000943;426117;407;119045;356;28211;1224
CP000946;562;561;543;91347;1236;1224
CP000950;633;629;1903411;91347;1236;1224
CP001001;31998;407;119045;356;28211;1224
CP001010;576610;44013;119060;80840;28216;1224
CP001013;;34029;88;80840;28216;1224
CP001016;533;532;45404;356;28211;1224
CP001025;152480;32008;119060;80840;28216;1224
CP001029;223967;2282523;119045;356;28211;1224
CP001048;633;629;1903411;91347;1236;1224
CP001079;770;768;942;766;28211;1224
CP001087;2296;2295;213119;213118;28221;1224
CP001096;1076;1073;41294;356;28211;1224
CP001132;920;119977;225058;225057;1807140;1224
CP001135;636;635;1903412;91347;1236;1224
CP001150;1063;1060;31989;204455;28211;1224
CP001151;1063;1060;31989;204455;28211;1224
CP001154;168471;168470;1499392;206351;28216;1224
CP001189;33996;89583;433;204441;28211;1224
CP001220;363952;283;80864;80840;28216;1224
CP001279;244787;191291;224467;235899;29547;1224
CP001298;408;2282523;119045;356;28211;1224
CP001321;738;2094023;712;135625;1236;1224
CP001322;259354;218207;213119;213118;28221;1224
CP001340;155892;75;76892;204458;28211;1224
CP001359;161493;161492;1524215;29;28221;1224
CP001383;623;620;543;91347;1236;1224
CP001511;408;2282523;119045;356;28211;1224
CP001560;563;1335483;543;91347;1236;1224
CP001600;67780;635;1903412;91347;1236;1224
CP001607;732;416916;712;135625;1236;1224
CP001629;899;898;213116;213115;28221;1224
CP001635;34073;34072;80864;80840;28216;1224
CP001636;34073;34072;80864;80840;28216;1224
CP001654;69223;204037;1903410;91347;1236;1224
CP001657;554;122277;1903410;91347;1236;1224
CP001672;359408;359407;32011;32003;28216;1224
CP001674;266009;81682;32011;32003;28216;1224
CP001677;34021;34019;82115;356;28211;1224
CP001715;;;327160;327159;28216;1224
CP001751;;;767892;767891;28211;1224
CP001796;234831;53246;267888;135622;1236;1224
CP001804;80816;162027;224464;29;28221;1224
CP001830;382;28105;82115;356;28211;1224
CP001836;204042;204037;1903410;91347;1236;1224
CP001875;553;53335;1903409;91347;1236;1224
CP001896;1049;85072;1046;135613;1236;1224
CP001905;396595;106633;72276;135613;1236;1224
CP001965;63745;314343;90627;32003;28216;1224
CP001999;28199;28196;72294;213849;29547;1224
CP002008;88688;75;76892;204458;28211;1224
CP002018;92945;92944;31989;204455;28211;1224
CP002026;921;152053;335928;356;28211;1224
CP002031;35554;28231;213422;69541;28221;1224
CP002038;204038;204037;1903410;91347;1236;1224
CP002039;964;963;75682;80840;28216;1224
CP002080;1148157;469;468;72274;1236;1224
CP002083;53399;81;45401;356;28211;1224
CP002085;453230;453229;453228;453227;28221;1224
CP002086;473531;1227;1046;135613;1236;1224
CP002156;208216;208215;255474;255473;28211;1224
CP002159;370405;96;90627;32003;28216;1224
CP002165;2371;2370;32033;135614;1236;1224
CP002177;48296;469;468;72274;1236;1224
CP002205;202747;202746;72293;213849;29547;1224
CP002206;470934;53335;1903409;91347;1236;1224
CP002209;44012;44011;267892;135622;1236;1224
CP002224;92945;92944;31989;204455;28211;1224
CP002246;630;629;1903411;91347;1236;1224
CP002252;887061;81682;32011;32003;28216;1224
CP002271;41;40;39;29;28221;1224
CP002272;1334193;1330546;543;91347;1236;1224
CP002295;138074;613;1903411;91347;1236;1224
CP002339;715451;226;72275;135622;1236;1224
CP002364;894;893;213121;213118;28221;1224
CP002371;556287;34019;82115;356;28211;1224
CP002382;;;349221;213485;28211;1224
CP002395;78587;76890;76892;204458;28211;1224
CP002396;78587;76890;76892;204458;28211;1224
CP002417;34073;34072;80864;80840;28216;1224
CP002418;1076;1073;41294;356;28211;1224
CP002433;592316;53335;1903409;91347;1236;1224
CP002446;314722;83618;32033;135614;1236;1224
CP002456;29575;29574;506;80840;28216;1224
CP002479;443143;28231;213422;69541;28221;1224
CP002505;741091;34037;1903411;91347;1236;1224
CP002521;80867;12916;80864;80840;28216;1224
CP002526;983545;89404;72275;135622;1236;1224
CP002552;153948;914;206379;32003;28216;1224
CP002568;;;991904;991903;28211;1224
CP002583;119864;28253;135620;135619;1236;1224
CP002607;654;642;84642;135624;1236;1224
CP002623;42443;2433;31989;204455;28211;1224
CP002663;1007105;305976;506;80840;28216;1224
CP002695;520;517;506;80840;28216;1224
CP002740;382;28105;82115;356;28211;1224
CP002745;158899;202907;75682;80840;28216;1224
CP002773;82996;613;1903411;91347;1236;1224
CP002775;768493;613;1903411;91347;1236;1224
CP002776;147268;933;135616;72273;1236;1224
CP002798;46429;165695;41297;204457;28211;1224
CP002824;548;570;543;91347;1236;1224
CP002830;35;32;31;29;28221;1224
CP002850;542;541;41297;204457;28211;1224
CP002865;542;541;41297;204457;28211;1224
CP002886;550;547;543;91347;1236;1224
CP002914;456327;338;32033;135614;1236;1224
CP002972;221822;302485;31989;204455;28211;1224
CP002985;160808;119977;225058;225057;1807140;1224
CP003046;1085;1081;41295;204441;28211;1224
CP003060;300231;89404;72275;135622;1236;1224
CP003075;531813;1082930;45401;356;28211;1224
CP003085;553;53335;1903409;91347;1236;1224
CP003099;714;416916;712;135625;1236;1224
CP003123;388640;773;772;356;28211;1224
CP003124;33047;773;772;356;28211;1224
CP003147;911045;258255;31989;204455;28211;1224
CP003171;511062;129577;84642;135624;1236;1224
CP003200;573;570;543;91347;1236;1224
CP003218;1134687;570;543;91347;1236;1224
CP003241;1116375;662;641;135623;1236;1224
CP003264;29575;29574;506;80840;28216;1224
CP003312;28141;413496;543;91347;1236;1224
CP003333;44674;57665;72294;213849;29547;1224
CP003358;536018;68287;69277;356;28211;1224
CP003380;754477;40222;135616;72273;1236;1224
CP003389;184914;83461;31;29;28221;1224
CP003415;1905730;122277;1903410;91347;1236;1224
CP003466;285091;59753;224372;135619;1236;1224
CP003470;666685;75309;1775411;135614;1236;1224
CP003479;138563;209;72293;213849;29547;1224
CP003481;138563;209;72293;213849;29547;1224
CP003537;453816;958;213483;213481;1553900;1224
CP003546;;1199245;543;91347;1236;1224
CP003555;310575;290425;506;80840;28216;1224
CP003677;316;286;135621;72274;1236;1224
CP003678;550;547;543;91347;1236;1224
CP003683;1134687;570;543;91347;1236;1224
CP003704;542;541;41297;204457;28211;1224
CP003734;303;286;135621;72274;1236;1224
CP003735;490759;2742;72275;135622;1236;1224
CP003737;550;547;543;91347;1236;1224
CP003740;1217908;53945;31989;204455;28211;1224
CP003742;53946;53945;31989;204455;28211;1224
CP003745;47735;476528;712;135625;1236;1224
CP003746;447471;447467;1706371;1706369;1236;1224
CP003776;554;122277;1903410;91347;1236;1224
CP003784;803;773;772;356;28211;1224
CP003801;;744985;1655514;54526;28211;1224
CP003809;;859653;1655514;54526;28211;1224
CP003837;326544;1621534;72275;135622;1236;1224
CP003872;358220;12916;80864;80840;28216;1224
CP003883;77038;953;942;766;28211;1224
CP003884;77038;953;942;766;28211;1224
CP003926;442;441;433;204441;28211;1224
CP003933;382;28105;82115;356;28211;1224
CP003938;;693444;543;91347;1236;1224
CP003959;615;613;1903411;91347;1236;1224
CP004029;29546;41707;194924;213115;28221;1224
CP004091;28141;413496;543;91347;1236;1224
CP004141;1263550;635;1903412;91347;1236;1224
CP004142;54291;160674;543;91347;1236;1224
CP004345;582;581;1903414;91347;1236;1224
CP004348;;;;543913;28216;1224
CP004752;75985;75984;712;135625;1236;1224
CP004753;75985;75984;712;135625;1236;1224
CP005383;75985;75984;712;135625;1236;1224
CP005587;53399;81;45401;356;28211;1224
CR354532;74109;657;641;135623;1236;1224
CR543861;62977;469;468;72274;1236;1224
CR555306;551760;551759;75787;206389;28216;1224
CR954246;228;53246;267888;135622;1236;1224
CT573326;312306;286;135621;72274;1236;1224
CU207211;204773;303379;75682;80840;28216;1224
CU468135;338565;551;1903409;91347;1236;1224
CU633749;164546;106589;119060;80840;28216;1224
CU633750;164546;106589;119060;80840;28216;1224
CU928158;564;561;543;91347;1236;1224
FN392235;79967;551;1903409;91347;1236;1224
FN434113;552;551;1903409;91347;1236;1224
FN645454;56426;773;772;356;28211;1224
FN666575;552;551;1903409;91347;1236;1224
FN869568;2746;2745;28256;135619;1236;1224
FO082060;271065;39773;403;135618;1236;1224
FO203522;191026;872;194924;213115;28221;1224
FP236842;79967;551;1903409;91347;1236;1224
FP475956;;426114;32012;80840;28216;1224
FP885895;305;48736;119060;80840;28216;1224
FP929140;;;;83406;1236;1224
FQ311868;193;191;41295;204441;28211;1224
FQ312002;729;724;712;135625;1236;1224
FQ312005;97084;1652133;1652132;2024979;1553900;1224
FQ859181;717785;81;45401;356;28211;1224
FR687359;412963;2571159;119060;80840;28216;1224
FR729477;630;629;1903411;91347;1236;1224
FR856861;702113;165696;41297;204457;28211;1224
FR856862;702113;165696;41297;204457;28211;1224
FR871757;56877;209;72293;213849;29547;1224
HE577327;192;191;41295;204441;28211;1224
HE616528;624;620;543;91347;1236;1224
HE798556;40324;40323;32033;135614;1236;1224
HE956757;187303;133;31993;356;28211;1224
HE965805;520;517;506;80840;28216;1224
HE965806;518;517;506;80840;28216;1224
HE995405;382;28105;82115;356;28211;1224
AM236080;384;379;82115;356;28211;1224
AP012206;375;374;41294;356;28211;1224
AP012279;335659;374;41294;356;28211;1224
BA000040;1355477;374;41294;356;28211;1224
CP000133;29449;379;82115;356;28211;1224
CP000494;288000;374;41294;356;28211;1224
CP001074;29449;379;82115;356;28211;1224
CP001191;384;379;82115;356;28211;1224
CP001622;384;379;82115;356;28211;1224
CP004015;398;379;82115;356;28211;1224
CU234118;114615;374;41294;356;28211;1224
FO082820;1125847;379;82115;356;28211;1224
CP000975;511746;511745;717964;717963;1955630;74201
CP001032;107709;178440;134623;415000;414999;74201
CP001071;239935;239934;1647988;48461;203494;74201
CP001998;395922;442430;415002;415001;414999;74201
AE016823;173;171;170;1643688;203692;203691
